kategoria;nazwa;cena;opis;zdjecia
Akcesoria/Inne;Zcube 2x2 Cube Necklace;14,99 zł;;https://strefa-kostek.pl/33672-home_default/zcube-2x2-cube-necklace.jpg, https://strefa-kostek.pl/33672-thickbox_default/zcube-2x2-cube-necklace.jpg, https://strefa-kostek.pl/33671-thickbox_default/zcube-2x2-cube-necklace.jpg
Akcesoria/Inne;Zcube Stainless Steel Hollow Cube Pendant...;24,99 zł;;https://strefa-kostek.pl/33843-home_default/zcube-stainless-steel-hollow-cube-pendant-necklace.jpg, https://strefa-kostek.pl/33843-thickbox_default/zcube-stainless-steel-hollow-cube-pendant-necklace.jpg, https://strefa-kostek.pl/33980-thickbox_default/zcube-stainless-steel-hollow-cube-pendant-necklace.jpg
Akcesoria/Inne;Zcube Stainless Steel Hollow Cube Pendant...;14,99 zł;;https://strefa-kostek.pl/33842-home_default/zcube-stainless-steel-hollow-cube-pendant-necklace.jpg, https://strefa-kostek.pl/33842-thickbox_default/zcube-stainless-steel-hollow-cube-pendant-necklace.jpg, https://strefa-kostek.pl/33977-thickbox_default/zcube-stainless-steel-hollow-cube-pendant-necklace.jpg
Akcesoria/Inne;Zcube Magnetic Brooch Badge - Megaminx;9,99 zł;;https://strefa-kostek.pl/33844-home_default/zcube-magnetic-brooch-badge-megaminx.jpg, https://strefa-kostek.pl/33844-thickbox_default/zcube-magnetic-brooch-badge-megaminx.jpg, https://strefa-kostek.pl/33986-thickbox_default/zcube-magnetic-brooch-badge-megaminx.jpg
Akcesoria/Inne;Zcube Magnetic Brooch Badge - Pyraminx;9,99 zł;;https://strefa-kostek.pl/33845-home_default/zcube-magnetic-brooch-badge-pyraminx.jpg, https://strefa-kostek.pl/33845-thickbox_default/zcube-magnetic-brooch-badge-pyraminx.jpg, https://strefa-kostek.pl/33984-thickbox_default/zcube-magnetic-brooch-badge-pyraminx.jpg
Akcesoria/Inne;Zcube Magnetic Brooch Badge - 3x3;9,99 zł;;https://strefa-kostek.pl/33846-home_default/zcube-magnetic-brooch-badge-3x3.jpg, https://strefa-kostek.pl/33846-thickbox_default/zcube-magnetic-brooch-badge-3x3.jpg, https://strefa-kostek.pl/33982-thickbox_default/zcube-magnetic-brooch-badge-3x3.jpg
Akcesoria/Inne;Blank Center Cap for GAN 15/14 PRO;7,99 zł;;https://strefa-kostek.pl/34158-home_default/blank-center-cap-for-gan-1514-pro.jpg, https://strefa-kostek.pl/34158-thickbox_default/blank-center-cap-for-gan-1514-pro.jpg, https://strefa-kostek.pl/34159-thickbox_default/blank-center-cap-for-gan-1514-pro.jpg
Akcesoria/Inne;GAN Robot V2 X Claw Set (5 szt);19,99 zł;;https://strefa-kostek.pl/34209-home_default/gan-robot-v2-x-claw-set-5-szt.jpg, https://strefa-kostek.pl/34209-thickbox_default/gan-robot-v2-x-claw-set-5-szt.jpg
Akcesoria/Inne;GAN Center Caps set (i3/Carry);14,99 zł;;https://strefa-kostek.pl/34210-home_default/gan-center-caps-set-i3carry.jpg, https://strefa-kostek.pl/34210-thickbox_default/gan-center-caps-set-i3carry.jpg
Akcesoria/Inne;GAN Center Caps set (GAN12 UI FP);14,99 zł;;https://strefa-kostek.pl/34211-home_default/gan-center-caps-set-gan12-ui-fp.jpg, https://strefa-kostek.pl/34211-thickbox_default/gan-center-caps-set-gan12-ui-fp.jpg
Akcesoria/Inne;GAN Center Caps set (Carry 2 Frosted);14,99 zł;;https://strefa-kostek.pl/34212-home_default/gan-center-caps-set-carry-2-frosted.jpg, https://strefa-kostek.pl/34212-thickbox_default/gan-center-caps-set-carry-2-frosted.jpg
Akcesoria/Inne;GAN Center Caps set (Carry 2 UV);14,99 zł;;https://strefa-kostek.pl/34213-home_default/gan-center-caps-set-carry-2-uv.jpg, https://strefa-kostek.pl/34213-thickbox_default/gan-center-caps-set-carry-2-uv.jpg
Akcesoria/Inne;GAN Robot Arthur;499,99 zł;;https://strefa-kostek.pl/34350-home_default/gan-robot-arthur.jpg, https://strefa-kostek.pl/34427-thickbox_default/gan-robot-arthur.jpg, https://strefa-kostek.pl/34350-thickbox_default/gan-robot-arthur.jpg
Akcesoria/Inne;QiYi Bluetooth Display Pro;279,99 zł;"Nowoczesny wyświetlacz od firmy  QiYi , umożliwiający prezentację wyników bez konieczności używania kabla. 
 W zestawie znajduje się  nadajnik Bluetooth , który podłączamy bezpośrednio do timera. 
  Kompatybilny z timerami:  
 
 
 QiYi Speedcubing Timer 
 
 
 QiYi Smart Timer 
 
 
 SengSo Timer 
 
 
 SengSo Timer V2";https://strefa-kostek.pl/34358-home_default/qiyi-bluetooth-display-pro.jpg, https://strefa-kostek.pl/34414-thickbox_default/qiyi-bluetooth-display-pro.jpg, https://strefa-kostek.pl/34415-thickbox_default/qiyi-bluetooth-display-pro.jpg
Akcesoria/Inne;QiYi Timer Bluetooth Adapter;24,99 zł;;https://strefa-kostek.pl/34539-home_default/qiyi-timer-bluetooth-adapter.jpg, https://strefa-kostek.pl/34798-thickbox_default/qiyi-timer-bluetooth-adapter.jpg, https://strefa-kostek.pl/34539-thickbox_default/qiyi-timer-bluetooth-adapter.jpg
Akcesoria/Inne;Blank Center Cap for GAN 16 UV;7,99 zł;;https://strefa-kostek.pl/34865-home_default/blank-center-cap-for-gan-16-uv.jpg, https://strefa-kostek.pl/34865-thickbox_default/blank-center-cap-for-gan-16-uv.jpg
Akcesoria/Inne;Blank Center Cap for GAN460 v2 UV;7,99 zł;;https://strefa-kostek.pl/34866-home_default/blank-center-cap-for-gan460-v2-uv.jpg, https://strefa-kostek.pl/34866-thickbox_default/blank-center-cap-for-gan460-v2-uv.jpg
Akcesoria/Inne;DianSheng Cube Display Box (UFO Version);69,99 zł;;https://strefa-kostek.pl/34880-home_default/diansheng-cube-display-box-ufo-version.jpg, https://strefa-kostek.pl/34880-thickbox_default/diansheng-cube-display-box-ufo-version.jpg
Akcesoria/Inne;DianSheng Cube Display Box (Capsule Version);49,99 zł;;https://strefa-kostek.pl/34881-home_default/diansheng-cube-display-box-capsule-version.jpg, https://strefa-kostek.pl/34881-thickbox_default/diansheng-cube-display-box-capsule-version.jpg
Akcesoria/Inne;QiYi The Ball-Core of QiDi W 2x2;4,99 zł;;https://strefa-kostek.pl/34889-home_default/qiyi-the-ball-core-of-qidi-w-2x2.jpg, https://strefa-kostek.pl/34889-thickbox_default/qiyi-the-ball-core-of-qidi-w-2x2.jpg
Akcesoria/Inne;QiYi Display Data Cable (2.5mm to 3.5mm);14,99 zł;;https://strefa-kostek.pl/34890-home_default/qiyi-display-data-cable-25mm-to-35mm.jpg, https://strefa-kostek.pl/34890-thickbox_default/qiyi-display-data-cable-25mm-to-35mm.jpg
Akcesoria/Inne;Z-Cube 2x2 Cufflinks;24,99 zł;;https://strefa-kostek.pl/34918-home_default/z-cube-2x2-cufflinks.jpg, https://strefa-kostek.pl/34918-thickbox_default/z-cube-2x2-cufflinks.jpg
Akcesoria/Inne;X-Man Tornado V3 Cube Case;7,99 zł;;https://strefa-kostek.pl/34942-home_default/x-man-tornado-v3-cube-case.jpg, https://strefa-kostek.pl/34942-thickbox_default/x-man-tornado-v3-cube-case.jpg
Akcesoria/Inne;Mini Scraper 1.5'' Blade;4,99 zł;Urządzene do zdejmowania naklejek, lub podważania elementów.;https://strefa-kostek.pl/26648-home_default/mini-scraper-15-blade.jpg, https://strefa-kostek.pl/26648-thickbox_default/mini-scraper-15-blade.jpg
Akcesoria/Inne;QiYi Display;299,99 zł;;https://strefa-kostek.pl/28043-home_default/qiyi-display.jpg, https://strefa-kostek.pl/28043-thickbox_default/qiyi-display.jpg
Układanki/Clock;QiYi Magnetic Clock;112,49 zł;"Najbardziej zaawansowany Clock na świecie.    Firma  MoFangGe  wielokrotnie podkreślała swoją obecność w czołówce najlepszych producentów kostkowych. Układanka  Clock  od firmy  MoFangGe  jest  pierwszym na świecie produktem tego typu z zamontowanymi magnesami .  Poruszanie jest wyśmienite. Nie ma mowy o zacięciach.    W zestawie znajdziemy:  
 układankę 
 podstawkę zdobną na układankę 
 karty kolekcjonerskie 
 instrukcję układania";https://strefa-kostek.pl/26123-home_default/qiyi-magnetic-clock.jpg, https://strefa-kostek.pl/27022-thickbox_default/qiyi-magnetic-clock.jpg, https://strefa-kostek.pl/26123-thickbox_default/qiyi-magnetic-clock.jpg
Układanki/Clock;SengSo 5x5 Magnetic Clock;79,99 zł;"Większy Clock  od firmy  ShengShou .  Jest to jedna z pierwszych modyfkacji układanki Clock. Zamiast dziewięciu zegarów mamy tutaj ich aż jedenaście.  Największą różnicą jest to, że  piny w tej układance są krótsze  niż np. w produkcjie od  MoFangGe .   Poruszanie od razu po wyjęciu z pudełka jest nie najlepsze, więc zaleca się regulację.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/27577-home_default/sengso-5x5-magnetic-clock.jpg, https://strefa-kostek.pl/27578-thickbox_default/sengso-5x5-magnetic-clock.jpg, https://strefa-kostek.pl/27577-thickbox_default/sengso-5x5-magnetic-clock.jpg
Układanki/Clock;SengSo 4x4 Magnetic Clock;39,99 zł;"Clock  od firmy  ShengShou . Jest to nowoczesne podejście co tej układanki.   Największą różnicą jest to, że  piny w tej układance są krótrze  niż np. w produkcjie od  MoFangGe .   Poruszanie od razu po wyjęciu z pudełka jest dosyć toporne, więc zaleca się regulację.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/27574-home_default/sengso-4x4-magnetic-clock.jpg, https://strefa-kostek.pl/27575-thickbox_default/sengso-4x4-magnetic-clock.jpg, https://strefa-kostek.pl/27574-thickbox_default/sengso-4x4-magnetic-clock.jpg
Układanki/Clock;SengSo 3x3 Magnetic Clock;39,99 zł;"Zmiejszony Clock  od firmy  ShengShou .  Jest to jedna z pierwszych modyfikacji układanki CLock.  Zamiast tradcyjnej liczby dziewięciu zegarów, posiada ich tylko sześć.   Największą różnicą jest to, że  piny w tej układance są krótsze  niż np. w produkcjie od  MoFangGe .   Od razu po wyjęciu z pudełka układanka jest lekko zastała, więc zaleca się regulację.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/27571-home_default/sengso-3x3-magnetic-clock.jpg, https://strefa-kostek.pl/27572-thickbox_default/sengso-3x3-magnetic-clock.jpg, https://strefa-kostek.pl/27571-thickbox_default/sengso-3x3-magnetic-clock.jpg
Układanki/Clock;QiYi Magnetic Clock;112,49 zł;;https://strefa-kostek.pl/32264-home_default/qiyi-magnetic-clock.jpg, https://strefa-kostek.pl/32264-thickbox_default/qiyi-magnetic-clock.jpg
Układanki/Clock;QiYi Magnetic Clock;134,99 zł;;https://strefa-kostek.pl/32936-home_default/qiyi-magnetic-clock.jpg, https://strefa-kostek.pl/32955-thickbox_default/qiyi-magnetic-clock.jpg, https://strefa-kostek.pl/32936-thickbox_default/qiyi-magnetic-clock.jpg
Układanki/Clock;QiYi Magic Clock (limited edition);149,99 zł;;https://strefa-kostek.pl/33741-home_default/qiyi-magic-clock-limited-edition.jpg, https://strefa-kostek.pl/33741-thickbox_default/qiyi-magic-clock-limited-edition.jpg, https://strefa-kostek.pl/33744-thickbox_default/qiyi-magic-clock-limited-edition.jpg
Układanki/Clock;C4U 4x4 Clock;239,99 zł;;https://strefa-kostek.pl/34073-home_default/c4u-4x4-clock.jpg, https://strefa-kostek.pl/34073-thickbox_default/c4u-4x4-clock.jpg, https://strefa-kostek.pl/34131-thickbox_default/c4u-4x4-clock.jpg
Układanki/Clock;C4U 5x5 Clock;329,99 zł;;https://strefa-kostek.pl/34074-home_default/c4u-5x5-clock.jpg, https://strefa-kostek.pl/34074-thickbox_default/c4u-5x5-clock.jpg, https://strefa-kostek.pl/34129-thickbox_default/c4u-5x5-clock.jpg
Układanki/Clock;C4U 3x3 Clock;149,99 zł;;https://strefa-kostek.pl/34312-home_default/c4u-3x3-clock.jpg, https://strefa-kostek.pl/34312-thickbox_default/c4u-3x3-clock.jpg, https://strefa-kostek.pl/34313-thickbox_default/c4u-3x3-clock.jpg
Układanki/Clock;C4U 3x3 Plus Clock;279,99 zł;;https://strefa-kostek.pl/34315-home_default/c4u-3x3-plus-clock.jpg, https://strefa-kostek.pl/34315-thickbox_default/c4u-3x3-plus-clock.jpg, https://strefa-kostek.pl/34316-thickbox_default/c4u-3x3-plus-clock.jpg
Układanki/Clock;C4U Hexagram-13 Clock;279,99 zł;;https://strefa-kostek.pl/34318-home_default/c4u-hexagram-13-clock.jpg, https://strefa-kostek.pl/34318-thickbox_default/c4u-hexagram-13-clock.jpg, https://strefa-kostek.pl/34319-thickbox_default/c4u-hexagram-13-clock.jpg
Układanki/Clock;C4U Hexagram-19 Clock;319,99 zł;;https://strefa-kostek.pl/34321-home_default/c4u-hexagram-19-clock.jpg, https://strefa-kostek.pl/34321-thickbox_default/c4u-hexagram-19-clock.jpg, https://strefa-kostek.pl/34322-thickbox_default/c4u-hexagram-19-clock.jpg
Układanki/Clock;QiYi Magnetic Clock (2025 Limited Edition...;149,99 zł;;https://strefa-kostek.pl/34538-home_default/qiyi-magnetic-clock-2025-limited-edition-emerald.jpg, https://strefa-kostek.pl/34794-thickbox_default/qiyi-magnetic-clock-2025-limited-edition-emerald.jpg, https://strefa-kostek.pl/34538-thickbox_default/qiyi-magnetic-clock-2025-limited-edition-emerald.jpg
Układanki/Clock;SengSo Magnetic Clock v2;63,74 zł;;https://strefa-kostek.pl/34565-home_default/sengso-magnetic-clock-v2.jpg, https://strefa-kostek.pl/34815-thickbox_default/sengso-magnetic-clock-v2.jpg, https://strefa-kostek.pl/34565-thickbox_default/sengso-magnetic-clock-v2.jpg
Układanki/Clock;C4U 6x6 Clock;349,99 zł;;https://strefa-kostek.pl/34549-home_default/c4u-6x6-clock.jpg, https://strefa-kostek.pl/34549-thickbox_default/c4u-6x6-clock.jpg, https://strefa-kostek.pl/34821-thickbox_default/c4u-6x6-clock.jpg
Układanki/Clock;QiYi Magnetic Clock;149,99 zł;;https://strefa-kostek.pl/34855-home_default/qiyi-magnetic-clock.jpg, https://strefa-kostek.pl/34855-thickbox_default/qiyi-magnetic-clock.jpg
Układanki/Clock;LingAo Magic Clock;59,99 zł;"Legendarny model układanki Clock.   Clock od firmy  LingAo  jest jednym z pierwszych na świecie. Jego obecność w świecie speedcubingowym jest faktem, o którym nie można zapomnieć. Znaczna część rekordów w tej konkurencji została ustanowiona na układance właśnie od firmy  LingAo .   W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/21415-home_default/lingao-magic-clock.jpg, https://strefa-kostek.pl/21415-thickbox_default/lingao-magic-clock.jpg, https://strefa-kostek.pl/11326-thickbox_default/lingao-magic-clock.jpg
Układanki/Clock;Shengshou Magnetic Clock;39,99 zł;"Clock  od firmy  ShengShou . Jest to nowoczesne podejście do tej układanki.   Największą różnicą jest to, że  piny w tej układance są krótsze  niż np. w produkcjie od  MoFangGe .   Poruszanie od razu po wyjęciu z pudełka jest mało płynne, więc zaleca się regulację.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/25945-home_default/shengshou-magnetic-clock.jpg, https://strefa-kostek.pl/25945-thickbox_default/shengshou-magnetic-clock.jpg, https://strefa-kostek.pl/26069-thickbox_default/shengshou-magnetic-clock.jpg
Układanki/Clock;QiYi Magnetic Clock Chinese Knotting...;169,99 zł;;https://strefa-kostek.pl/32937-home_default/qiyi-magnetic-clock-chinese-knotting-limited-edition.jpg, https://strefa-kostek.pl/32952-thickbox_default/qiyi-magnetic-clock-chinese-knotting-limited-edition.jpg, https://strefa-kostek.pl/32937-thickbox_default/qiyi-magnetic-clock-chinese-knotting-limited-edition.jpg
Hobby/Układanki logiczne metalowe;Unlock Metal Puzzle 8pcs;9,99 zł;"Zestaw ośmiu metalowych łamigłowek, czekających na rozwiązanie   W zestawie znajdziemy:  
 osiem łamgłówek";https://strefa-kostek.pl/26284-home_default/unlock-metal-puzzle-8pcs.jpg, https://strefa-kostek.pl/26284-thickbox_default/unlock-metal-puzzle-8pcs.jpg
Hobby/Układanki logiczne metalowe;Unlock Metal Puzzle 12pcs;19,99 zł;"Zestaw 12 małych metalowych łamigłówek, które czekają na rozwiązanie.  W zestawie znajdziemy:  
 dwanaście, różnych łamigłówek 
 instrukcję ich rozwiązania z tyłu opakowania";https://strefa-kostek.pl/26285-home_default/unlock-metal-puzzle-12pcs.jpg, https://strefa-kostek.pl/26285-thickbox_default/unlock-metal-puzzle-12pcs.jpg, https://strefa-kostek.pl/27368-thickbox_default/unlock-metal-puzzle-12pcs.jpg
Hobby/Układanki logiczne metalowe;Unlock Metal Puzzle 16pcs;24,99 zł;"Zestaw 16 małych metalowych łamigłówek, które czekają na rozwiązanie.  W zestawie znajdziemy:  
 szesnaście, różnych łamigłówek 
 instrukcję ich rozwiązania z tyłu opakowania";https://strefa-kostek.pl/27243-home_default/unlock-metal-puzzle-16pcs.jpg, https://strefa-kostek.pl/27243-thickbox_default/unlock-metal-puzzle-16pcs.jpg
Akcesoria/Woreczki;Cube bag 2x2-5x5;3,49 zł;Materiałowy woreczek do małych i średnich kostek. Idealny do ochrony kostek przed zarysowaniami bądź obiciem.;https://strefa-kostek.pl/27704-home_default/cube-bag-2x2-5x5.jpg, https://strefa-kostek.pl/27697-thickbox_default/cube-bag-2x2-5x5.jpg, https://strefa-kostek.pl/27700-thickbox_default/cube-bag-2x2-5x5.jpg
Akcesoria/Woreczki;Z pp-box for 5.7cm cube;2,99 zł;Małe, plastikowe pudełko, które zabezpieczy twoje kostki przez brudem i zarysowaniem.;https://strefa-kostek.pl/30162-home_default/z-pp-box-for-57cm-cube.jpg, https://strefa-kostek.pl/30162-thickbox_default/z-pp-box-for-57cm-cube.jpg, https://strefa-kostek.pl/30166-thickbox_default/z-pp-box-for-57cm-cube.jpg
Akcesoria/Woreczki;Cube Storage;7,99 zł;;https://strefa-kostek.pl/29219-home_default/cube-storage.jpg, https://strefa-kostek.pl/29114-thickbox_default/cube-storage.jpg, https://strefa-kostek.pl/29219-thickbox_default/cube-storage.jpg
Akcesoria/Woreczki;Cube bag z logo SK;4,99 zł;"Materiałowy woreczek z wytłoczonym logo SK o wymiarach  14,3 x 15 cm . Z powodzeniem  zmieścisz  w nim kostki od 2x2 do 5x5.   
 
 
 
 
 Choose Color 
  
 
 
  
  
  
  
  
 
 
 
 
 
 
 
 
 Choose Color 
  
 
 
  
  
  
  
  
 
 
 
 
 
 
 
 
 Choose Color 
  
 
 
  
  
  
  
  
 
 
 
 
 
 
 
 
 Choose Color";https://strefa-kostek.pl/32491-home_default/cube-bag-z-logo-sk.jpg, https://strefa-kostek.pl/32487-thickbox_default/cube-bag-z-logo-sk.jpg, https://strefa-kostek.pl/32491-thickbox_default/cube-bag-z-logo-sk.jpg
Akcesoria/Woreczki;GAN Cube bag;3,99 zł;;https://strefa-kostek.pl/31750-home_default/gan-cube-bag.jpg, https://strefa-kostek.pl/31931-thickbox_default/gan-cube-bag.jpg, https://strefa-kostek.pl/31750-thickbox_default/gan-cube-bag.jpg
Akcesoria/Woreczki;X-Man Tornado V3 Cube Case;7,99 zł;;https://strefa-kostek.pl/34942-home_default/x-man-tornado-v3-cube-case.jpg, https://strefa-kostek.pl/34942-thickbox_default/x-man-tornado-v3-cube-case.jpg
Układanki/Pyra_Mastermorphix;ShengShou Mastermorphix;24,99 zł;"Jedne z pierwszych mastermorphixów na rynku mimo to wciąż stanowi poważną konkurencję dla nowszych produktów z innych fabryk.    W zestawie znajdziemy:   
 układankę";https://strefa-kostek.pl/21677-home_default/shengshou-mastermorphix.jpg, https://strefa-kostek.pl/21677-thickbox_default/shengshou-mastermorphix.jpg, https://strefa-kostek.pl/13053-thickbox_default/shengshou-mastermorphix.jpg
Układanki/Pyra_Mastermorphix;ShengShou Mastermorphix 2x2x2;24,99 zł;"Jest to nic innego jak kostka  2x2  w formie zaokrąglonego czterościanu foremnego.     Poruszanie się kostki jest bardzo dobre a układanie jest największą przyjemnością. Pokonywanie zakrętów nie jest tutaj aż tak istotne, ale kostka może się pochwalić bardzo dobrymi osiągami.    W zestawie znajdziemy:   
 układankę 
 instrukcję układania";https://strefa-kostek.pl/21671-home_default/shengshou-mastermorphix-2x2x2.jpg, https://strefa-kostek.pl/21671-thickbox_default/shengshou-mastermorphix-2x2x2.jpg, https://strefa-kostek.pl/9878-thickbox_default/shengshou-mastermorphix-2x2x2.jpg
Układanki/Pyra_Mastermorphix;YJ Mastermorphix;19,99 zł;"Kostka   Mastermorphix     jest jedną z pierwszych modyfikacji kostki 3x3. Jest to nic innego jak kostka 3x3 w formie zaokrąglonego czterościanu. Poruszanie się układanki jest bardzo płynne i nie występują tutaj żadne zacięcia.    W zestawie znajdziemy:   
 układankę 
 instrukcję układania";https://strefa-kostek.pl/21682-home_default/yj-mastermorphix.jpg, https://strefa-kostek.pl/21682-thickbox_default/yj-mastermorphix.jpg, https://strefa-kostek.pl/17472-thickbox_default/yj-mastermorphix.jpg
